batterId,playerId,name
446024,446024,"Marquez, Uriak (446024)"
446044,446044,"Rodriguez, Joshua (446044)"
446208,446208,"Martinez, Luis (446208)"
446225,446225,"Easley, Edward (446225)"
446233,446233,"Gilbert, Archie (446233)"
446264,446264,"Enright, Barry (446264)"
446276,446276,"Horton, Joshua (446276)"
446328,446328,"Guzman, Carlos (446328)"
446329,446329,"Harbin, Taylor (446329)"
446335,446335,"Monzon, Erick (446335)"
446345,446345,"Taylor, Michael (446345)"
446373,446373,"Manzella, Thomas (446373)"
446382,446382,"Barton, Brian (446382)"
446386,446386,"Guyer, Brandon (446386)"
446395,446395,"Brown, Corey (446395)"
446428,446428,"Katin, Brendan (446428)"
446474,446474,"Maysonet, Edwin (446474)"
446481,446481,"Rodriguez, Sean (446481)"
446497,446497,"Tejeda, Juan (446497)"
446560,446560,"Hughes, John (446560)"
446577,446577,"Laurean, Julian (446577)"
446612,446612,"Fields, Matthew (446612)"
446653,446653,"Lobaton, Jose (446653)"
446858,446858,"Howard, Kevin (446858)"
446863,446863,"Villegas, Francisco (446863)"
446865,446865,"Sanchez, Carlos Alfonso (446865)"
446868,446868,"Castillo, Wilkin (446868)"
446871,446871,"Trejo, Jaime (446871)"
446936,446936,"Batista, Wilson (446936)"
446937,446937,"Andrus, Erold (446937)"
446947,446947,"Vasquez, Domingo (446947)"
447001,447001,"Perez, Francisco (447001)"
447638,447638,"Salas, Francisco (447638)"
447708,447708,"Hernandez, Pedro (447708)"
447710,447710,"Chavez, Ender (447710)"
447736,447736,"Dickerson, Christopher (447736)"
447747,447747,"Picart, Gregory (447747)"
447757,447757,"Contreras, Efrain (447757)"
447761,447761,"Jones, Brandon (447761)"
447778,447778,"Lavigne, Timothy (447778)"
447816,447816,"Sanchez, Angel (447816)"
447825,447825,"Nieves, Abel (447825)"
447843,447843,"Dixon, Dorian (447843)"
448145,448145,"Buller, Dayton (448145)"
